author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/url/urls/0/display_url,author/entities/url/urls/0/url,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/isBlueVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/profilePicture,author/statusesCount,author/twitterUrl,author/url,author/userName,author/verifiedType,bookmarkCount,card/legacy/user_refs_results/0/result/legacy/screen_name,conversationId,createdAt,entities/hashtags/0/indices/0,entities/hashtags/0/indices/1,entities/hashtags/0/text,fullText,id,inReplyToId,inReplyToUsername,isConversationControlled,isQuote,isReply,lang,likeCount,possiblySensitive,quote/author/canDm,quote/author/canMediaTag,quote/author/createdAt,quote/author/followers,quote/author/following,quote/author/id,quote/author/isBlueVerified,quote/author/isVerified,quote/author/location,quote/author/name,quote/isPinned,quote/lang,quote/likeCount,quote/possiblySensitive,quote/quoteCount,quote/replyCount,quote/retweetCount,quote/text,quote/viewCount,quoteCount,quoteId,replyCount,retweetCount,source,text,twitterUrl,viewCount,platform
FALSO,FALSO,https://pbs.twimg.com/profile_banners/727170564599742464/1598363065,Mon May 02 16:19:07 +0000 2016,Locus Amoenus??                                      ???????,,,4887,160,32,FALSO,FALSO,"Malaga, Spain",61,Ismael Castaño,,https://pbs.twimg.com/profile_images/1820306259196645376/CEsD8d-m_normal.jpg,1213,https://twitter.com/ismaelcs_,https://x.com/ismaelcs_,ismaelcs_,,15,,"1,86117E+18",Mon Nov 25 22:09:53 +0000 2024,930.0,1050.0,kirasalvaeh,"El mafioso de Pablo Motos ""explicándose"" con un buen bulo de fondo de su periódico favorito  #kirasalvaeh https://t.co/uzQemP0RJL","1,86117E+18",,,FALSO,VERDADERO,FALSO,es,1245,FALSO,VERDADERO,VERDADERO,Tue Jul 07 23:02:06 +0000 2009,22908040.0,4140.0,547119480,VERDADERO,FALSO,Madrid,El Hormiguero,FALSO,es,292080.0,FALSO,22290.0,57820.0,66470.0,Pablo Motos responde a la polémica #KiraSalvaEH https://t.co/3VFL8kkWaZ,85804420.0,7,"1,86117E+34",59,218,Twitter for Android,"El mafioso de Pablo Motos ""explicándose"" con un buen bulo de fondo de su periódico favorito  #kirasalvaeh https://t.co/uzQemP0RJL",https://twitter.com/ismaelcs_/status/1861170470231384516,433070.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/53443209/1709477148,Fri Jul 03 17:24:47 +0000 2009,Diario digital de Arequipa. Política y Cultura.,elbuho.pe,https://t.co/GhuUbhj5j6,25575,39018,686,VERDADERO,FALSO,"Arequipa, Peru",25540,El Búho??,"1,88209E+34",https://pbs.twimg.com/profile_images/1367346350480842753/eV8Y5-zH_normal.jpg,82189,https://twitter.com/elbuho_pe,https://x.com/elbuho_pe,elbuho_pe,,8,,"1,83364E+18",Tue Sep 10 22:59:46 +0000 2024,,,,¿CUÁL ES LA INFORMACIÓN FALSA? | El gobierno de Dina Boluarte ha amenazado a los medios que difundieron las imágenes donde se ve cómo persiguen y lanzan piedras a los vehículos oficiales de la presidenta durante su visita a Piura. Asegura que no hubo ningún rechazo. https://t.co/ZDKefmZFgq,"1,83364E+18",,,FALSO,FALSO,FALSO,es,557,FALSO,,,,,,,,,,,,,,,,,,,,9,,22,398,Twitter Web App,¿CUÁL ES LA INFORMACIÓN FALSA? | El gobierno de Dina Boluarte ha amenazado a los medios que difundieron las imágenes donde se ve cómo persiguen y lanzan piedras a los vehículos oficiales de la presidenta durante su visita a Piura. Asegura que no hubo ningún rechazo. https://t.co/ZDKefmZFgq,https://twitter.com/elbuho_pe/status/1833641545674694697,112730.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/1244057090521468934/1672446935,Sun Mar 29 00:21:52 +0000 2020,"Opinando y dando una versión alternativa. Comunista. Denunciando la situación de Siria en español. Si quieres leerme, pincha la ??. Si me banean, en Telegram",t.me/BerdaderaH,https://t.co/cBZxUo2IEP,81848,68106,2421,VERDADERO,VERDADERO,Moscú (URSS),5063,On the other side of the Berlin Wall,"1,87209E+34",https://pbs.twimg.com/profile_images/1781745448648048640/Q8i8nvqx_normal.jpg,87872,https://twitter.com/03690jul,https://x.com/03690jul,03690jul,,1,,"1,81179E+18",Fri Jul 12 15:43:05 +0000 2024,,,,Que alguien le ponga una nota a la comunidad a esta noticia falsa. Esto no se lo cree ni el más anticomunista del mundo.,"1,81179E+18",,,FALSO,VERDADERO,FALSO,es,241,,VERDADERO,FALSO,Wed May 13 05:02:36 +0000 2009,23680620.0,1990.0,396924240,VERDADERO,FALSO,Global,Alerta News 24,FALSO,es,195320.0,FALSO,7670.0,13100.0,29640.0,"???????? | Corea del Norte ejecutó a 30 adolescentes por ver programas de televisión de Corea del Sur.

La ejecución se llevó a cabo públicamente la semana pasada.

Los estudiantes fueron acusados ??de ver dramas surcoreanos almacenados en dispositivos USB, enviados con globos desde Corea del Sur, reporta TV Chosun.",24270810.0,2,"1,81177E+33",23,82,Twitter Web App,Que alguien le ponga una nota a la comunidad a esta noticia falsa. Esto no se lo cree ni el más anticomunista del mundo.,https://twitter.com/03690jul/status/1811788377357795721,102530.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/203226736/1716255789,Fri Oct 15 20:25:13 +0000 2010,"Nonpartisan Investigative Journalist. 5 Emmys, Murrow. RTs may be interesting/silly/wrong. I follow facts, not the crowd. Order ""Follow the Science"" today.",harpercollins.com/products/follo,https://t.co/y1vzyzuIae,77299,544319,8397,VERDADERO,VERDADERO,"Washington, DC",3482,Sharyl Attkisson ??????????,"1,88228E+34",https://pbs.twimg.com/profile_images/1809408194860744704/yWBrnRYT_normal.jpg,21176,https://twitter.com/SharylAttkisson,https://x.com/SharylAttkisson,SharylAttkisson,,3,,"1,88251E+18",Thu Jan 23 19:42:25 +0000 2025,,,,"Considering the mistakes and misinformation put out by CDC for so long, I hope this is an effort to start to fix and bring back credibility. https://t.co/k55e0VFCcF","1,88251E+18",,,FALSO,FALSO,FALSO,en,136,FALSO,,,,,,,,,,,,,,,,,,,,2,,8,25,Twitter Web App,"Considering the mistakes and misinformation put out by CDC for so long, I hope this is an effort to start to fix and bring back credibility. https://t.co/k55e0VFCcF",https://twitter.com/SharylAttkisson/status/1882514244459241864,196920.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/318673863/1431165340,Thu Jun 16 21:26:09 +0000 2011,| News Junkie | National Security | Foreign Affairs | Cyber Security | Opinion & Analysis |,youtube.com/@AskAnshul,https://t.co/QvKXPxaPjX,13287,1259278,536,VERDADERO,VERDADERO,India,4261,Anshul Saxena,,https://pbs.twimg.com/profile_images/1828410424825364480/JF8WDGTW_normal.jpg,20476,https://twitter.com/AskAnshul,https://x.com/AskAnshul,AskAnshul,,36,,"1,88048E+18",Sat Jan 18 04:56:20 +0000 2025,,,,"This is what ABP News posted about Maha Kumbh on Facebook:

""Beware! Many people have died after bathing in Maha Kumbh, and thousands of people got sick. Will the figure scare? Details in comment box"".

This is not only fake news but also an attempt to create panic in Maha Kumbh. https://t.co/Cop1Lftvd0","1,88048E+18",,,FALSO,FALSO,FALSO,en,3709,FALSO,,,,,,,,,,,,,,,,,,,,46,,113,1744,Twitter for Android,"This is what ABP News posted about Maha Kumbh on Facebook:

""Beware! Many people have died after bathing in Maha Kumbh, and thousands of people got sick. Will the figure scare? Details in comment box"".

This is not only fake news but also an attempt to create panic in Maha Kumbh. https://t.co/Cop1Lftvd0",https://twitter.com/AskAnshul/status/1880479311809114302,491970.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/408181150/1640855470,Wed Nov 09 02:49:30 +0000 2011,Web Developer,,,163879,535,771,VERDADERO,FALSO,,44,Ana Gonzalez,,https://pbs.twimg.com/profile_images/1504719203374276608/NB_iOc_l_normal.jpg,1939,https://twitter.com/ana27_gonzalez,https://x.com/ana27_gonzalez,ana27_gonzalez,,0,,"1,70648E+18",Tue Sep 26 02:01:56 +0000 2023,,,,"@TraductorTeAma Es impresionante el video, el tipo no entiende el cambio de epoca. No quieren tampoco hacer un mea culpa y hablan como si jamas hubiesen levantado una noticia falsa","1,70649E+18","1,70648E+34",TraductorTeAma,FALSO,FALSO,VERDADERO,es,355,,,,,,,,,,,,,,,,,,,,,0,,14,14,Twitter for iPhone,"@TraductorTeAma Es impresionante el video, el tipo no entiende el cambio de epoca. No quieren tampoco hacer un mea culpa y hablan como si jamas hubiesen levantado una noticia falsa",https://twitter.com/ana27_gonzalez/status/1706489248931856661,86310.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/1368609268727955469/1731573343,Sun Mar 07 17:07:55 +0000 2021,cringefail lesbian inniter & ludbud,instagram.com/p/C8fwl9QMPUe/,https://t.co/vukJXPxqky,40377,21866,500,VERDADERO,FALSO,22 ?? she sun it,7598,tom,"1,87438E+34",https://pbs.twimg.com/profile_images/1856968369959755776/87_b2O84_normal.jpg,55720,https://twitter.com/clingyhq,https://x.com/clingyhq,clingyhq,,683,,"1,87962E+18",Wed Jan 15 20:04:18 +0000 2025,,,,tubbo keeps calling out dream for his manipulation of information when it comes to the merch company https://t.co/I4fTCx94CD,"1,87962E+18",,,FALSO,FALSO,FALSO,en,7184,FALSO,,,,,,,,,,,,,,,,,,,,14,,11,417,Twitter Web App,tubbo keeps calling out dream for his manipulation of information when it comes to the merch company https://t.co/I4fTCx94CD,https://twitter.com/clingyhq/status/1879620647749390575,988900.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/537967995/1736439397,Tue Mar 27 05:41:04 +0000 2012,"Patriota, Filosofía,Racionalista, Quiero una Nación Educada, Poderosa y de Libertad????????. Vivir en el exterior no nos hace mejor o peor.",,,30177,383,133,VERDADERO,FALSO,"Miami, FL",3521,?Ramón??,"1,29656E+34",https://pbs.twimg.com/profile_images/1821172623109206016/YB-IirKS_normal.jpg,30920,https://twitter.com/MaikeelS,https://x.com/MaikeelS,MaikeelS,,4,,"1,75158E+18",Sun Jan 28 14:48:59 +0000 2024,,,,"@NelsoredG Noticia falsa no existe ninguna fuente, este pedazo de subnormal e sun seguidor empedernido del asqueroso ?? comunista de milei.","1,75162E+18","1,75158E+34",NelsoredG,FALSO,FALSO,VERDADERO,es,415,,,,,,,,,,,,,,,,,,,,,5,,142,27,Twitter for iPhone,"@NelsoredG Noticia falsa no existe ninguna fuente, este pedazo de subnormal e sun seguidor empedernido del asqueroso ?? comunista de milei.",https://twitter.com/MaikeelS/status/1751618377146126362,1610020.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/14173315/1736353838,Tue Mar 18 23:19:17 +0000 2008,"News updates from around the ??, all day, every day.",NBCNews.com,https://t.co/2f2PctyT1n,721,9401826,1330,VERDADERO,VERDADERO,"New York, NY",96199,NBC News,,https://pbs.twimg.com/profile_images/1726675942938980352/bxKUxCUp_normal.jpg,418569,https://twitter.com/NBCNews,https://x.com/NBCNews,NBCNews,Business,4,NBCNews,"1,8665E+18",Tue Dec 10 15:00:22 +0000 2024,,,,"NBC News reviewed over 100 item listings for T-shirts, hoodies, stickers and even fake bullets and ornaments that bear the words Deny, Defend and Depose  after shell casings were found with those words at the scene of UnitedHealthcare CEO's killing. https://t.co/YepDMqZu4F","1,8665E+18",,,FALSO,FALSO,FALSO,en,15,FALSO,,,,,,,,,,,,,,,,,,,,4,,12,5,trueanthem_pro2,"NBC News reviewed over 100 item listings for T-shirts, hoodies, stickers and even fake bullets and ornaments that bear the words Deny, Defend and Depose  after shell casings were found with those words at the scene of UnitedHealthcare CEO's killing. https://t.co/YepDMqZu4F",https://twitter.com/NBCNews/status/1866498195460677708,226510.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/360032849/1737498384,Mon Aug 22 15:43:51 +0000 2011,katy perry selena gomez  lali ? devota de lana del rey. (en condición de lgbt) Andrea Lázaro stan account,,,131092,1901,441,VERDADERO,FALSO,"Buenos Aires, Argentina",3208,ORIANA ??,,https://pbs.twimg.com/profile_images/1823900795185553408/XH1DzDOd_normal.jpg,23990,https://twitter.com/katytorta,https://x.com/katytorta,katytorta,,5,,"1,82537E+18",Mon Aug 19 02:53:33 +0000 2024,,,,"Ella subió fotos de Catalina desnud4 pero se espanta y se hace la compungida por ""información falsa"" y quiere clavar denuncia ?? directo al Moyano junto con la hermana","1,82537E+18",,,FALSO,VERDADERO,FALSO,es,452,,VERDADERO,FALSO,Sat Dec 16 20:09:33 +0000 2023,242560.0,4580.0,"1,73612E+33",FALSO,FALSO,,Coy Scaglione,FALSO,es,8660.0,,100.0,1670.0,590.0,No sé cómo vas a resolver esto . Literalmente no sé cómo lo vas a resolver.,3337170.0,0,"1,82526E+33",9,42,Twitter for Android,"Ella subió fotos de Catalina desnud4 pero se espanta y se hace la compungida por ""información falsa"" y quiere clavar denuncia ?? directo al Moyano junto con la hermana",https://twitter.com/katytorta/status/1825365459203665979,161820.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/121385551/1484815550,Tue Mar 09 10:05:13 +0000 2010,"Perfil oficial de la agencia de noticias privada líder en España

Encuéntranos en nuestras redes sociales: https://t.co/55XfZ6AfIr",europapress.es,https://t.co/KhtxRptrRn,3521,1574375,1434,VERDADERO,VERDADERO,,134348,Europa Press,"1,88207E+32",https://pbs.twimg.com/profile_images/1594453979752194049/EqoKdGH-_normal.jpg,651830,https://twitter.com/europapress,https://x.com/europapress,europapress,,7,,"1,86901E+18",Tue Dec 17 13:40:17 +0000 2024,,,,"El Gobierno aprueba la ley del Derecho de Rectificación ante los bulos e incluye a usuarios con mas de 100.000 seguidores: ""Hay profesionales del bulo y de la mentira"" https://t.co/hKqmc8cFlX https://t.co/5zdXsPot46","1,86901E+18",,,FALSO,FALSO,FALSO,es,40,FALSO,,,,,,,,,,,,,,,,,,,,27,,72,17,Twitter Media Studio,"El Gobierno aprueba la ley del Derecho de Rectificación ante los bulos e incluye a usuarios con mas de 100.000 seguidores: ""Hay profesionales del bulo y de la mentira"" https://t.co/hKqmc8cFlX https://t.co/5zdXsPot46",https://twitter.com/europapress/status/1869014758420062292,374610.0,TikTok
FALSO,VERDADERO,,Sun Jun 21 14:42:02 +0000 2015,,,,3847,132,631,FALSO,FALSO,,1,Silverback,,https://pbs.twimg.com/profile_images/626915431392018432/Cp7FR4CB_normal.jpg,8103,https://twitter.com/turner6457,https://x.com/turner6457,turner6457,,0,,"1,88107E+18",Mon Jan 20 02:44:21 +0000 2025,,,,"@mikeaubrey2 Bullshit media beat up fake news. Australia never forget robo debt and who illegally introduced it. Morrison Dutton Roberts and all the LNP cronies, blood on their hands.","1,88117E+18","1,88107E+33",mikeaubrey2,FALSO,FALSO,VERDADERO,en,120,,,,,,,,,,,,,,,,,,,,,0,,16,29,Twitter for Android,"@mikeaubrey2 Bullshit media beat up fake news. Australia never forget robo debt and who illegally introduced it. Morrison Dutton Roberts and all the LNP cronies, blood on their hands.",https://twitter.com/turner6457/status/1881170872666632541,23130.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/106846615/1663824001,Wed Jan 20 21:50:39 +0000 2010,"¿Procrastinar o no procrastinar?
Lo decidiré más tarde.",twitter.com/search?q=(from,https://t.co/f4VpS0c0Ct,637281,51099,1231,VERDADERO,FALSO,Madrid,11586,Nidea ??,"1,19541E+33",https://pbs.twimg.com/profile_images/1876046077654097920/rvZHeeEq_normal.jpg,247675,https://twitter.com/nyconene,https://x.com/nyconene,nyconene,,0,,"1,84353E+18",Tue Oct 08 05:33:53 +0000 2024,,,,"El clickbait es ese personaje moribundo de una peli que, agonizando, te mira fijamente y dice: ""La clave para salvar al mundo es..."". Tú emocionado pones la oreja pero solo emite sonidos inentendibles antes de morir.
Dejándote con cara de tonto y sin ninguna información útil.","1,84353E+18",,,FALSO,FALSO,FALSO,es,97,,,,,,,,,,,,,,,,,,,,,1,,14,16,Twitter for Android,"El clickbait es ese personaje moribundo de una peli que, agonizando, te mira fijamente y dice: ""La clave para salvar al mundo es..."". Tú emocionado pones la oreja pero solo emite sonidos inentendibles antes de morir.
Dejándote con cara de tonto y sin ninguna información útil.",https://twitter.com/nyconene/status/1843525200153063649,35720.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/2792557771/1674836662,Fri Sep 05 19:56:08 +0000 2014,"Las noticias, las explicaciones y las opiniones del país campeón del mundo ?? https://t.co/nNtvyONYOU Formá parte https://t.co/eGctXorq3x",eldestapeweb.com,https://t.co/BadsT0vI0E,3723,614749,513,VERDADERO,VERDADERO,Argentina,57703,El Destape,,https://pbs.twimg.com/profile_images/1874440726865412096/i7FKwjkl_normal.jpg,249636,https://twitter.com/eldestapeweb,https://x.com/eldestapeweb,eldestapeweb,,1,,"1,75848E+18",Fri Feb 16 13:28:18 +0000 2024,,,,"Javier Milei compartió una nueva noticia falsa ?

El Presidente reposteó una publicación que afirma que el joven entrevistado en el móvil de IP noticias es @cristiancim ?? https://t.co/fJojLwekz5","1,75848E+18",,,FALSO,FALSO,FALSO,es,448,FALSO,,,,,,,,,,,,,,,,,,,,20,,23,185,Twitter Web App,"Javier Milei compartió una nueva noticia falsa ?

El Presidente reposteó una publicación que afirma que el joven entrevistado en el móvil de IP noticias es @cristiancim ?? https://t.co/fJojLwekz5",https://twitter.com/eldestapeweb/status/1758483441245368585,180340.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/65858141/1686933922,Sat Aug 15 08:10:44 +0000 2009,"Digo lo que pienso, a veces me equivoco. Hay que apartar de nosotros el mal gusto de querer coincidir con muchos Nietzsche. Liberal.",t.me/jaimeberenguer,https://t.co/sdWgfnrI4Y,27070,66219,2106,VERDADERO,VERDADERO,,7949,Jaime de Berenguer,"1,74177E+34",https://pbs.twimg.com/profile_images/1851998205623336960/VYtVfmII_normal.jpg,102132,https://twitter.com/jaimeberenguer,https://x.com/jaimeberenguer,jaimeberenguer,,100,,"1,86832E+18",Sun Dec 15 15:58:28 +0000 2024,,,,Bulo de Oscar López. https://t.co/IXlqgrCViO,"1,86832E+18",,,FALSO,VERDADERO,FALSO,es,2726,FALSO,FALSO,VERDADERO,Sun Jan 23 22:12:55 +0000 2011,340260.0,15140.0,2420806540,FALSO,FALSO,,Oscar López Agueda,FALSO,es,29360.0,FALSO,1880.0,18220.0,11610.0,"7.291 muertos en las residencias... 
No, joder, no se iban a morir igual Sra. Ayuso.

NO SE IBAN A MORIR IGUAL https://t.co/SxHI915dky",3325550.0,24,"1,86827E+34",141,1218,Twitter for iPhone,Bulo de Oscar López. https://t.co/IXlqgrCViO,https://twitter.com/jaimeberenguer/status/1868324758242439190,994970.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/3526699932/1688834755,Fri Sep 11 12:47:49 +0000 2015,"In depth daily $TSLA Stock Analysis - Wealth builder. Long Tesla, Elon ???????? - Not Financial Advice !",,,14856,9877,896,VERDADERO,VERDADERO,USA,5077,Jimmy,"1,87505E+34",https://pbs.twimg.com/profile_images/1670253280197320704/PET0iKaH_normal.jpg,13070,https://twitter.com/M44_1RJ,https://x.com/M44_1RJ,M44_1RJ,,8,,"1,86115E+18",Mon Nov 25 21:06:41 +0000 2024,,,,"????

Waterfall Naked Short last 12mins 13M in 10mins all naked !! 

Thats what manipulation is !

From 72M 12mins before the close to 86M at the close  synthetic print and dump !!  

L4 

@elonmusk  $TSLA https://t.co/Wu7t6QngQx","1,86115E+18",,,FALSO,FALSO,FALSO,en,84,FALSO,,,,,,,,,,,,,,,,,,,,2,,14,6,Twitter for iPhone,"????

Waterfall Naked Short last 12mins 13M in 10mins all naked !! 

Thats what manipulation is !

From 72M 12mins before the close to 86M at the close  synthetic print and dump !!  

L4 

@elonmusk  $TSLA https://t.co/Wu7t6QngQx",https://twitter.com/M44_1RJ/status/1861154564155781561,78940.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1358396786780499969/1688981120,Sun Feb 07 12:46:59 +0000 2021,"?? #1 Trusted Crypto Insights ?? Unbiased, Deep Value
?? https://t.co/IuTLXNZ1vD
?? https://t.co/k3tXFQMUYt  
?? yourfriendsommi.eth / .pls",t.me/YourFriendSomm,https://t.co/94elVCSm53,273156,38783,1204,VERDADERO,VERDADERO,??Donate: yourfriendsommi.eth,55340,yourfriendSOMMI ????????,"1,76803E+34",https://pbs.twimg.com/profile_images/1696276138061086721/j5DmDuKm_normal.jpg,81918,https://twitter.com/yourfriendSOMMI,https://x.com/yourfriendSOMMI,yourfriendSOMMI,,3,,"1,74484E+18",Tue Jan 09 21:47:11 +0000 2024,,,,"???????

???? BREAKING NEWS: Corrupt SEC twitter account hacked.

Fake ""Bitcoin ETF approved"" hits $48k mark, and then it rejects back.

?? Bitcoin is now on its 5th Green Monthly Candle in a row. https://t.co/YVgwbjIwaq","1,74484E+18",,,FALSO,FALSO,FALSO,en,294,FALSO,,,,,,,,,,,,,,,,,,,,4,,37,29,Twitter Web App,"???????

???? BREAKING NEWS: Corrupt SEC twitter account hacked.

Fake ""Bitcoin ETF approved"" hits $48k mark, and then it rejects back.

?? Bitcoin is now on its 5th Green Monthly Candle in a row. https://t.co/YVgwbjIwaq",https://twitter.com/yourfriendSOMMI/status/1744838252740436139,174530.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/18005085/1690142734,Tue Dec 09 22:44:12 +0000 2008,"Editor-in-chief, @FDRLST. Senior Journalism Fellow, @Hillsdale. Fox News Contributor. A very smart woman, respected by everyone.",thefederalist.com,https://t.co/lcVLP3dmUR,56449,1378822,1690,VERDADERO,VERDADERO,Capitol District,4389,Mollie,,https://pbs.twimg.com/profile_images/1149515833900593154/VJN-UDOh_normal.png,148503,https://twitter.com/MZHemingway,https://x.com/MZHemingway,MZHemingway,,27,,"1,87123E+18",Mon Dec 23 16:12:21 +0000 2024,,,,"@CBSNews Even the DOJ thought these accusations were too ridiculous to do anything with, you garbage fake news organization","1,87123E+18","1,87123E+34",CBSNews,FALSO,FALSO,VERDADERO,en,6920,,,,,,,,,,,,,,,,,,,,,36,,124,1402,Twitter Web App,"@CBSNews Even the DOJ thought these accusations were too ridiculous to do anything with, you garbage fake news organization",https://twitter.com/MZHemingway/status/1871227353398948019,411090.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/1061873805721788416/1733124003,Mon Nov 12 06:50:18 +0000 2018,Stay rare. ??,lanioninteriors.com,https://t.co/5xkiepkG6b,56146,8987,5304,VERDADERO,VERDADERO, Nigeria,1733,Akinyemi Olanrewaju.,"1,87955E+34",https://pbs.twimg.com/profile_images/1880182792689967104/EA4anBCr_normal.jpg,58265,https://twitter.com/__olanrewaju__,https://x.com/__olanrewaju__,__olanrewaju__,,4,,"1,86396E+18",Tue Dec 03 14:35:11 +0000 2024,,,,The manipulation emoji  -  ??,"1,86396E+18",,,FALSO,FALSO,FALSO,en,81,,,,,,,,,,,,,,,,,,,,,2,,12,26,Twitter for iPhone,The manipulation emoji  -  ??,https://twitter.com/__olanrewaju__/status/1863955145676984616,60720.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/132546140/1735773169,Tue Apr 13 14:49:30 +0000 2010,#LasCosasComoSon #LaNoticiaDelDiaEnLasCosasComoSon #LasCosasComoSonEnYSKL,lascosascomosonsv.com,https://t.co/8ObqILLbQ2,5593,31436,1338,VERDADERO,VERDADERO,"San Salvador, El Salvador C.A.",19224,Las Cosas Como Son,"1,88209E+34",https://pbs.twimg.com/profile_images/1876984323053613056/IgaLPqUC_normal.jpg,41400,https://twitter.com/LasCosaComoSon_,https://x.com/LasCosaComoSon_,LasCosaComoSon_,,6,,"1,80543E+18",Tue Jun 25 02:31:17 +0000 2024,0.0,90.0,LoÚltimo,#LoÚltimo | Ministerio de Hacienda desmiente falsa información compartida por el medio El Diario de Hoy sobre una supuesta suspensión al subsidio del gas. https://t.co/k2j024DvpY,"1,80543E+18",,,FALSO,FALSO,FALSO,es,372,FALSO,,,,,,,,,,,,,,,,,,,,10,,112,159,Twitter for Android,#LoÚltimo | Ministerio de Hacienda desmiente falsa información compartida por el medio El Diario de Hoy sobre una supuesta suspensión al subsidio del gas. https://t.co/k2j024DvpY,https://twitter.com/LasCosaComoSon_/status/1805428520186720358,313510.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/165620013/1590026538,Mon Jul 12 02:52:49 +0000 2010,"Humor y política ????                   

?? Threard: alf_tuitea",Instagram.com/alf_tuitea,https://t.co/6sxkmg30O1,197890,65920,773,VERDADERO,VERDADERO,Uruguay,15887,Alfin,"1,83938E+34",https://pbs.twimg.com/profile_images/1508270958087327744/sPyReJNu_normal.jpg,60760,https://twitter.com/AlfTuitea,https://x.com/AlfTuitea,AlfTuitea,,7,,"1,83035E+18",Sun Sep 01 20:59:52 +0000 2024,,,,"?FALSO?

La ex fiscal Fossati que ahora milita en el oficialismo, aprendió rápidamente de Bianchi y ahora se dedica a levantar Fake News en las redes sociales. https://t.co/eM17Wc1o5S","1,83035E+18",,,FALSO,FALSO,FALSO,es,681,FALSO,,,,,,,,,,,,,,,,,,,,8,,26,244,Twitter for iPhone,"?FALSO?

La ex fiscal Fossati que ahora milita en el oficialismo, aprendió rápidamente de Bianchi y ahora se dedica a levantar Fake News en las redes sociales. https://t.co/eM17Wc1o5S",https://twitter.com/AlfTuitea/status/1830349878993760407,313890.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1617939350909493248/1687140156,Tue Jan 24 17:36:42 +0000 2023,Álvaro Uribe es Colombia ????,,,3538,9549,1551,FALSO,FALSO,"Bogotá, DC, Colombia",629,Álvaro Uribe Vélez fan,,https://pbs.twimg.com/profile_images/1879947805193617408/A28ymkM0_normal.jpg,6102,https://twitter.com/AlvaroUribef,https://x.com/AlvaroUribef,AlvaroUribef,,62,,"1,88096E+18",Sun Jan 19 12:26:40 +0000 2025,,,,"Se les advirtió en su tiempo a los venezolanos y en su tiempo a los colombianos, la repuesta era: »Uribe paraco, esa es mentira del paraco ese«
 Los comunistas acudieron a las represalias a través de falacia para desprestigiar a quien advertía de sus oscuros objetivos.
?? https://t.co/ndhilGpAHt","1,88096E+18",,,FALSO,FALSO,FALSO,es,3746,FALSO,,,,,,,,,,,,,,,,,,,,30,,186,1671,Twitter for Android,"Se les advirtió en su tiempo a los venezolanos y en su tiempo a los colombianos, la repuesta era: »Uribe paraco, esa es mentira del paraco ese«
 Los comunistas acudieron a las represalias a través de falacia para desprestigiar a quien advertía de sus oscuros objetivos.
?? https://t.co/ndhilGpAHt",https://twitter.com/AlvaroUribef/status/1880955031949910504,1094070.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/350862112/1647438131,Mon Aug 08 12:34:30 +0000 2011,Senadora de la República de Colombia #SoyCabal????,mariafernandacabal.com,https://t.co/tWlEWAQo1p,59121,679989,5242,FALSO,VERDADERO,"Bogotá, Colombia ",12224,María Fernanda Cabal,"1,87957E+34",https://pbs.twimg.com/profile_images/1655417439822151682/c__haLBq_normal.jpg,104373,https://twitter.com/MariaFdaCabal,https://x.com/MariaFdaCabal,MariaFdaCabal,,8,,"1,84517E+18",Sat Oct 12 18:47:37 +0000 2024,,,,¿Habrá quién le crea al rey de las Fake News? https://t.co/HafzlDJS0b,"1,84517E+18",,,FALSO,FALSO,FALSO,es,1229,FALSO,,,,,,,,,,,,,,,,,,,,13,,243,601,Twitter for iPhone,¿Habrá quién le crea al rey de las Fake News? https://t.co/HafzlDJS0b,https://twitter.com/MariaFdaCabal/status/1845174503179157853,268830.0,TikTok
